id,customer_id,sku_id,payment_id,order_date,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,sku_name,cogs,category,payment_method
ODR2764956170s,C776904L,P389982,1,2021-08-20,200100,1,200100.0,0.0,200100.0,True,True,True,Telemall_MM-DR-SOB,160080,Health & Sports,cod
ODR4210365937j,C481253L,P122842,1,2021-09-16,200100,1,200100.0,0.0,200100.0,True,True,True,Tmall_EM-TMX09,178060,Kids & Baby,cod
ODR3345159741f,C418133L,P612729,12,2021-09-27,200100,1,200100.0,0.0,200100.0,True,False,False,Planet-T_PT026144,178060,Kids & Baby,internetbanking
ODR7355754983l,C756100L,P394827,1,2021-06-11,200100,1,200100.0,0.0,200100.0,True,False,False,Head_811576-M,164082,Men Fashion,cod
ODR8315989172p,C716182L,P507033,1,2021-07-17,66700,3,200100.0,0.0,200100.0,True,False,False,Elan_W-M020,44022,Women Fashion,cod
ODR3109839879g,C673068L,P874651,1,2021-04-08,199520,1,199520.0,0.0,199520.0,True,True,False,xenium_PC-201656,145638,Home & Living,cod
ODR5281704280j,C709150L,P218218,1,2021-03-11,24940,8,199520.0,0.0,199520.0,True,True,True,redspot_9789696230113,16414,School & Education,cod
ODR5898138066z,C387916L,P420026,1,2021-08-20,99470,2,198940.0,0.0,198940.0,True,True,True,Gloria_1506A,79576,Women Fashion,cod
ODR7703695815n,C132322L,P458837,4,2021-12-20,198882,1,198882.0,0.0,198882.0,True,True,False,ZFMLL_AB Rocket Twister,147146,Health & Sports,Payaxis
ODR9006686416u,C282625L,P552089,1,2021-07-20,198360,1,198360.0,0.0,198360.0,True,True,False,Lunar Boom Bt,140824,Computing,cod
ODR2238196208a,C959285L,P485201,4,2022-11-01,99180,2,198360.0,0.0,198360.0,True,False,False,Barico_723205,75342,School & Education,Payaxis
ODR6867568541n,C297614L,P745476,5,2022-04-28,49590,4,198360.0,0.0,198360.0,True,False,False,SMSM_6297000027975,34162,Superstore,jazzwallet
ODR6913545518t,C976924L,P515465,1,2022-02-07,198128,1,198128.0,0.0,198128.0,True,False,False,Bparcel_60W-SAFE1,152076,Computing,cod
ODR8231528962j,C805381L,P515465,3,2022-08-05,198128,1,198128.0,0.0,198128.0,True,True,True,Bparcel_60W-SAFE1,152076,Computing,customercredit
ODR7688419934q,C658999L,P645684,7,2022-07-17,197780,1,197780.0,0.0,197780.0,True,True,False,Timex_TW0TG5904,152250,Men Fashion,Easypay
ODR9930638903m,C656414L,P265329,5,2022-01-26,98600,2,197200.0,0.0,197200.0,True,True,False,Trendz_TR-0050,75922,Health & Sports,jazzwallet
ODR9589580030p,C359192L,P449647,1,2022-06-25,197200,1,197200.0,0.0,197200.0,True,True,False,BB_Red & Black Football Design Beanbag,149872,Home & Living,cod
ODR9857189099r,C879247L,P731668,1,2022-05-31,197200,1,197200.0,0.0,197200.0,True,True,False,Brumano_0-31-0000-173-2-Blue-XL,149872,Men Fashion,cod
ODR7958549146z,C969588L,P139810,1,2022-02-06,197142,1,197142.0,0.0,197142.0,True,True,False,Bundle 3 smsm_bundle03,157702,Superstore,cod
ODR4747498161x,C354444L,P139810,7,2022-03-06,197142,1,197142.0,0.0,197142.0,True,False,False,Bundle 3 smsm_bundle03,157702,Superstore,Easypay
ODR9127027327r,C354444L,P139810,7,2022-04-06,197142,1,197142.0,0.0,197142.0,True,True,False,Bundle 3 smsm_bundle03,157702,Superstore,Easypay
ODR4655712788k,C253715L,P292328,1,2021-06-09,197142,1,197142.0,0.0,197142.0,True,False,False,bata_bags_9056403-Black,130094,Women Fashion,cod
ODR4561934119e,C150653L,P970355,1,2022-10-06,196910,1,196910.0,0.0,196910.0,True,True,True,Paramount_9781107638457,154802,School & Education,cod
ODR3268749481p,C698317L,P557788,4,2022-07-21,196910,1,196910.0,0.0,196910.0,True,False,False,LS_8429671350559,118146,Superstore,Payaxis
ODR5821511058m,C383377L,P230156,1,2022-02-24,196620,1,196620.0,0.0,196620.0,True,True,True,Bparcel_BPS35,161530,Computing,cod
ODR6043759996x,C374672L,P329329,1,2022-01-03,196620,1,196620.0,0.0,196620.0,True,True,True,KC_88 brown-M,117972,Men Fashion,cod
ODR6218770594c,C183230L,P702147,7,2022-11-07,196330,1,196330.0,0.0,196330.0,True,False,False,jj_JLAWN-S-17-080-Rapturous,135430,Women Fashion,Easypay
ODR1745879070b,C283866L,P556615,4,2021-09-26,98020,2,196040.0,0.0,196040.0,True,True,False,JBS_IFAM-009,84274,Others,Payaxis
ODR2563813901q,C283866L,P556615,4,2021-10-14,98020,2,196040.0,0.0,196040.0,True,False,False,JBS_IFAM-009,84274,Others,Payaxis
ODR3663913561i,C477686L,P282908,1,2021-07-29,195750,1,195750.0,0.0,195750.0,True,True,False,Accu-Chek Active System ,152656,Health & Sports,cod
ODR4221892689q,C816576L,P527836,1,2022-01-22,195170,1,195170.0,0.0,195170.0,True,True,True,OKM_F-32 Lambs Coat-VISO-38,142448,Women Fashion,cod
ODR6215096148v,C491588L,P505119,7,2022-05-06,194300,1,194300.0,0.0,194300.0,True,False,False,GA_KP-1284 - 141708-M,169012,Men Fashion,Easypay
ODR9358294278v,C113061L,P396055,1,2022-08-03,194242,1,194242.0,0.0,194242.0,True,True,False,BP_TO35628,132066,Kids & Baby,cod
ODR9043048322w,C288152L,P879344,1,2022-07-08,193140,1,193140.0,0.0,193140.0,True,True,False,Sigma_54914,135198,Health & Sports,cod
ODR2327978112u,C288152L,P879344,1,2022-12-05,193140,1,193140.0,0.0,193140.0,True,True,False,Sigma_54914,135198,Health & Sports,cod
ODR2502322405k,C525405L,P131358,1,2021-10-17,192850,1,192850.0,0.0,192850.0,True,True,False,fitn_810390024742,140766,Health & Sports,cod
ODR5049245938c,C183230L,P285945,7,2022-06-16,192850,1,192850.0,0.0,192850.0,True,False,False,Telemall_MM-PC-0003,169708,Health & Sports,Easypay
ODR9584112257y,C509023L,P929795,1,2022-02-23,192850,1,192850.0,0.0,192850.0,True,False,False,kke_SCF66327-260-ml,160022,Kids & Baby,cod
ODR4424270836m,C327703L,P940197,1,2021-04-09,192850,1,192850.0,0.0,192850.0,True,True,False,SANASAFINAZ_DESIGN NO.14 A,152308,Women Fashion,cod
ODR8517014354a,C761435L,P607429,1,2021-12-10,192560,1,192560.0,0.0,192560.0,True,True,True,RAJESH_RAJ193,131544,Appliances,cod
ODR5799584143k,C923763L,P504980,7,2022-06-04,192270,1,192270.0,0.0,192270.0,True,False,False,unique_p-wow-01,115362,Beauty & Grooming,Easypay
ODR9399055214e,C756271L,P429462,1,2021-06-07,191400,1,191400.0,0.0,191400.0,True,True,True,dynasty_Snow Berry-Black,155034,Men Fashion,cod
ODR4759166740c,C833021L,P612684,1,2021-08-31,191400,1,191400.0,0.0,191400.0,True,True,True,dynasty_Snow Berry-White,128238,Men Fashion,cod
ODR4939203764y,C770151L,P642750,10,2021-11-11,191400,1,191400.0,0.0,191400.0,True,False,False,PucaM_Pagan -Grey -45,162690,Men Fashion,mcblite
ODR5986083104q,C890940L,P274768,3,2022-03-01,9570,20,191400.0,0.0,191400.0,True,True,True,RS_Plain Rusk Pack of 3,6090,Soghaat,customercredit
ODR6987640370u,C493263L,P267479,4,2022-05-27,95700,2,191400.0,0.0,191400.0,True,False,False,tr_Pure Natural Raw Wild Honey 440 g.,62176,Soghaat,Payaxis
ODR5348264203s,C144554L,P961238,7,2022-03-20,191342,1,191342.0,0.0,191342.0,True,False,False,Tmall_Vimax,144304,Health & Sports,Easypay
ODR6462288237o,C257934L,P318683,1,2021-07-12,191110,1,191110.0,0.0,191110.0,True,True,True,J&J_JJ-024,126672,Kids & Baby,cod
ODR7073220923e,C630314L,P770531,1,2021-02-07,191110,1,191110.0,0.0,191110.0,True,True,False,Dynasty_Dynasty Spark-French Blue,116522,Men Fashion,cod
ODR1483283480b,C557314L,P834352,1,2021-08-22,191110,1,191110.0,0.0,191110.0,True,True,True,Dynasty_Dynasty Spark-Peach,156658,Men Fashion,cod
ODR9769363338o,C330986L,P562906,1,2021-10-23,191110,1,191110.0,0.0,191110.0,True,True,False,Ref_Track 2049-Black -43,158572,Men Fashion,cod
ODR5109016507w,C763722L,P178123,1,2021-12-18,191110,1,191110.0,0.0,191110.0,True,True,True,Ref_Track 2063-Brown-41,170056,Men Fashion,cod
ODR8947227303p,C876106L,P447878,1,2022-01-15,27260,7,190820.0,0.0,190820.0,True,True,True,RS_Kaju Barfi,19952,Soghaat,cod
ODR6845062832k,C415088L,P386885,8,2021-08-18,37990,5,189950.0,0.0,189950.0,True,True,True,HR_Soan Papdi 500g,30392,Soghaat,ublcreditcard
ODR5487671566a,C849054L,P387555,1,2022-12-08,189660,1,189660.0,0.0,189660.0,True,False,False,mm_AG-771,157412,Others,cod
ODR3391401316g,C261295L,P919215,4,2021-09-24,189544,1,189544.0,0.0,189544.0,True,False,False,phub_Obsession by Calvin Klein 100ml EDP,162980,Beauty & Grooming,Payaxis
ODR4554556354o,C550002L,P919215,1,2021-10-26,189544,1,189544.0,0.0,189544.0,True,True,True,phub_Obsession by Calvin Klein 100ml EDP,162980,Beauty & Grooming,cod
ODR6044193785m,C634177L,P648650,1,2021-11-16,189486,1,189486.0,0.0,189486.0,True,False,False,Sigma_54919,147784,Health & Sports,cod
ODR4177189462j,C454810L,P648650,1,2022-04-07,189486,1,189486.0,0.0,189486.0,True,True,True,Sigma_54919,147784,Health & Sports,cod
ODR2372171766t,C934224L,P648650,1,2022-06-05,189486,1,189486.0,0.0,189486.0,True,True,False,Sigma_54919,147784,Health & Sports,cod
ODR4746925644v,C253783L,P504777,1,2022-05-18,189022,1,189022.0,0.0,189022.0,True,True,False,zaffiro_Z-P-030,145522,Beauty & Grooming,cod
ODR8486429488w,C773860L,P504777,7,2022-05-31,189022,1,189022.0,0.0,189022.0,True,False,False,zaffiro_Z-P-030,145522,Beauty & Grooming,Easypay
ODR3519424552c,C284081L,P970355,1,2021-04-11,188790,1,188790.0,0.0,188790.0,True,True,True,Paramount_9781107638457,154802,School & Education,cod
ODR5980692966g,C525405L,P756519,1,2021-11-11,188790,1,188790.0,0.0,188790.0,True,True,False,Paramount_9781107636828,115130,School & Education,cod
ODR8861776124a,C985354L,P559249,3,2021-10-26,188500,1,188500.0,0.0,188500.0,True,True,False,Bparcel_45W-SAFE1,163966,Computing,customercredit
ODR9235306274r,C436261L,P700907,1,2022-11-03,188500,1,188500.0,0.0,188500.0,True,True,True,Life source_YD-24,98020,Health & Sports,cod
ODR9350651753e,C120985L,P842526,7,2022-03-27,46980,4,187920.0,0.0,187920.0,True,False,False,NDF_Almond American 500gm,30102,Soghaat,Easypay
ODR3229554077s,C390206L,P948478,4,2022-07-13,93502,2,187004.76,0.0,187004.76,True,False,False,Jaza_2Sela5kg+FOC,61654,Superstore,Payaxis
ODR3540467799c,C698317L,P996588,4,2022-01-25,46690,4,186760.0,0.0,186760.0,True,False,False,alrafa_mabroom-Dates-400g,29406,Soghaat,Payaxis
ODR4020351152t,C698317L,P996588,4,2022-08-03,46690,4,186760.0,0.0,186760.0,True,True,True,alrafa_mabroom-Dates-400g,29406,Soghaat,Payaxis
ODR5124977654v,C884211L,P142315,1,2021-06-07,186122,1,186122.0,0.0,186122.0,True,True,True,AKL_A131130488_SS-31_Peach,78822,Women Fashion,cod
ODR7273732154j,C446232L,P231554,1,2021-07-10,186122,1,186122.0,0.0,186122.0,True,True,True,AKL_A131128762_SS-22_Ferozi,122786,Women Fashion,cod
ODR2729136330k,C691738L,P124587,3,2021-07-31,186122,1,186122.0,0.0,186122.0,True,True,False,AKL_A131130512_SS-164_Grey,126556,Women Fashion,customercredit
ODR4597506603w,C939912L,P136050,1,2021-08-12,185600,1,185600.0,0.0,185600.0,True,True,True,Zia_QT6A,115072,Books,cod
ODR7798716088y,C242356L,P136050,1,2021-10-21,185600,1,185600.0,0.0,185600.0,True,False,False,Zia_QT6A,115072,Books,cod
ODR2643201058s,C563349L,P136050,1,2021-10-26,185600,1,185600.0,0.0,185600.0,True,True,True,Zia_QT6A,115072,Books,cod
ODR9918693534n,C374672L,P656257,4,2021-02-10,185600,1,185600.0,0.0,185600.0,True,False,False,Omega_Omega_9Pcs Non-Stick Cookware Set,115072,Home & Living,Payaxis
ODR4092121153z,C924610L,P876056,12,2021-10-08,185600,1,185600.0,0.0,185600.0,True,False,False,lamp_Lamp Shade Umbrella3S,135488,Home & Living,internetbanking
ODR2000419482e,C311476L,P939539,5,2021-11-15,185600,1,185600.0,0.0,185600.0,True,False,False,Ahan_WWST-001,142912,Home & Living,jazzwallet
ODR9015117435a,C113061L,P810552,1,2022-01-30,185600,1,185600.0,0.0,185600.0,True,True,True,BO_wardrob-A-5x3,141056,Home & Living,cod
ODR6647434513a,C875187L,P367824,1,2022-02-03,185600,1,185600.0,0.0,185600.0,True,True,False,BB_001,114376,Home & Living,cod
ODR9508367587i,C945602L,P225723,1,2022-03-25,185600,1,185600.0,0.0,185600.0,True,True,True,BO_rack-e-5x3,159616,Home & Living,cod
ODR4757207767v,C720917L,P681934,1,2022-04-14,92800,2,185600.0,0.0,185600.0,True,True,False,coleman_Marine White Cooler 120QT,64032,Home & Living,cod
ODR3642776075t,C504884L,P575528,1,2022-04-29,92800,2,185600.0,0.0,185600.0,True,True,True,MoosaE_LD005,56608,Home & Living,cod
ODR7046731561a,C284316L,P656257,1,2022-05-25,185600,1,185600.0,0.0,185600.0,True,True,True,Omega_Omega_9Pcs Non-Stick Cookware Set,115072,Home & Living,cod
ODR1773153550x,C407736L,P656257,1,2022-09-07,185600,1,185600.0,0.0,185600.0,True,True,True,Omega_Omega_9Pcs Non-Stick Cookware Set,115072,Home & Living,cod
ODR3015220006t,C143092L,P876056,1,2022-11-04,185600,1,185600.0,0.0,185600.0,True,True,False,lamp_Lamp Shade Umbrella3S,135488,Home & Living,cod
ODR4924304752k,C431390L,P404818,4,2022-01-24,185600,1,185600.0,0.0,185600.0,True,False,False,PlanetX_PX-9087,137344,Kids & Baby,Payaxis
ODR4326196885e,C528073L,P285635,1,2021-04-09,185600,1,185600.0,0.0,185600.0,True,False,False,PucaM_COOPER-BLACK-42,144768,Men Fashion,cod
ODR3999410035n,C850822L,P319066,1,2021-07-14,185600,1,185600.0,0.0,185600.0,True,True,False,PucaM_FLYNET NAVY-42,144768,Men Fashion,cod
ODR4928077795x,C672640L,P554192,1,2021-09-09,185600,1,185600.0,0.0,185600.0,True,True,False,PucaM_COOPER-BLACK-43,144768,Men Fashion,cod
ODR7322110842x,C741634L,P704157,1,2022-01-25,185600,1,185600.0,0.0,185600.0,True,True,False,PucaM_FLYNET NAVY-40,142912,Men Fashion,cod
ODR9448270918t,C670878L,P209077,4,2022-02-03,185600,1,185600.0,0.0,185600.0,True,False,False,PucaM_Avis -Navy Blue -41,142912,Men Fashion,Payaxis
ODR8402214509o,C219918L,P392030,1,2021-01-08,185600,1,185600.0,0.0,185600.0,True,True,True,lamp_Lamp Shade Umbrella 1 ,141056,Others,cod
ODR4114425142d,C727457L,P568444,1,2021-07-15,18560,10,185600.0,0.0,185600.0,True,False,False,RS_Sohan Halwa Tin,15660,Soghaat,cod
ODR6195023373i,C188809L,P819988,1,2022-04-21,92800,2,185600.0,0.0,185600.0,True,True,True,Baklawa_Badam cream-1Kg,80736,Soghaat,cod
ODR2413765752j,C140324L,P948303,1,2021-12-19,92800,2,185600.0,0.0,185600.0,True,True,False,adenwala_Deal No.1,93960,Superstore,cod
ODR9763434766j,C143684L,P388569,5,2022-04-29,18560,10,185600.0,0.0,185600.0,True,False,False,smsm_13854,12412,Superstore,jazzwallet
ODR1415323257g,C621738L,P818221,1,2022-06-29,92800,2,185600.0,0.0,185600.0,True,True,False,Edenrobe_LW17V1-19108,68614,Women Fashion,cod
ODR9951855111s,C896131L,P753425,1,2022-01-03,185542,1,185542.0,0.0,185542.0,True,True,True,Bparcel_N4050-9CELL,137286,Computing,cod
ODR9657230054f,C824702L,P133089,1,2022-06-21,185542,1,185542.0,0.0,185542.0,True,True,False,Bata_8816275-Black-40,133574,Men Fashion,cod
ODR6280616285e,C300246L,P395083,1,2022-03-15,92742,2,185484.0,0.0,185484.0,True,False,False,stinnos_A103,74182,Kids & Baby,cod
ODR2618758245r,C535715L,P498064,1,2022-06-13,92684,2,185368.0,0.0,185368.0,True,False,False,ALK_FMNC002-131688053,71340,Men Fashion,cod
ODR1539237640q,C904633L,P124794,1,2022-05-17,185310,1,185310.0,0.0,185310.0,True,False,False,Ref_K2 1161 Olive-44,161182,Men Fashion,cod
ODR1614485582x,C136210L,P505636,3,2022-01-22,61770,3,185310.0,0.0,185310.0,True,True,True,cr_CASHEW NUT ROASTED-500 GM,36366,Soghaat,customercredit
ODR3448841753a,C136210L,P616386,4,2021-12-24,185020,1,185020.0,0.0,185020.0,True,False,False,sinbo_4615,116522,Health & Sports,Payaxis
ODR7641199401l,C425404L,P961238,1,2022-06-14,185020,1,185020.0,0.0,185020.0,True,True,True,Tmall_Vimax,144304,Health & Sports,cod
ODR6302201075n,C201035L,P681916,2,2021-12-23,185020,1,185020.0,0.0,185020.0,True,True,True,BBS_D005,155382,Kids & Baby,jazzvoucher
ODR3471513496e,C588523L,P259514,7,2022-06-30,185020,1,185020.0,0.0,185020.0,True,False,False,Motifz_1668-CHOCLATE,160950,Women Fashion,Easypay
ODR4361701772i,C309247L,P667889,1,2022-05-26,184788,1,184788.0,0.0,184788.0,True,False,False,Loreal_Revitalift Laser X3 Serum - 30 ml,129340,Beauty & Grooming,cod
ODR1211996326b,C958287L,P326257,1,2021-08-17,184440,1,184440.0,0.0,184440.0,True,True,False,Dawlance_bundle_DWEK-8229_clear,154918,Others,cod
ODR3656851031a,C821592L,P171657,1,2021-11-13,184440,1,184440.0,0.0,184440.0,True,False,False,MEGUIAR_G18211,130906,Others,cod
ODR9178230530h,C354503L,P171657,4,2022-04-02,184440,1,184440.0,0.0,184440.0,True,False,False,MEGUIAR_G18211,130906,Others,Payaxis
ODR8858517957p,C838910L,P171657,4,2022-05-02,184440,1,184440.0,0.0,184440.0,True,True,True,MEGUIAR_G18211,130906,Others,Payaxis
ODR4204552206q,C573345L,P171657,1,2022-05-29,184440,1,184440.0,0.0,184440.0,True,True,True,MEGUIAR_G18211,130906,Others,cod
ODR2659537191h,C208795L,P447157,1,2021-04-10,182857,1,182856.6,0.0,182856.6,True,True,True,Paramount_9781107697690,153584,School & Education,cod
ODR3981283933g,C840710L,P672852,1,2021-09-15,182857,1,182856.6,0.0,182856.6,True,True,True,Paramount_9781107677364,138968,School & Education,cod
ODR1139009608g,C452735L,P811804,1,2022-01-15,182700,1,182700.0,0.0,182700.0,True,True,True,emart_Dry Iron NI-22awt,131544,Appliances,cod
ODR5794707741o,C712752L,P184059,1,2021-09-20,182700,1,182700.0,0.0,182700.0,True,True,False,Relaxsit_RS-59,149814,Home & Living,cod
ODR9303754394z,C421227L,P844198,1,2022-03-18,182700,1,182700.0,0.0,182700.0,True,True,True,Relaxsit_RS-60,111418,Home & Living,cod
ODR6203927286n,C388256L,P905844,1,2021-11-30,182700,1,182700.0,0.0,182700.0,True,True,True,madela_CALMA,111418,Kids & Baby,cod
ODR5035496047t,C130579L,P857849,1,2022-04-26,182700,1,182700.0,0.0,182700.0,True,True,False,Horsie_HK 305,160776,Kids & Baby,cod
ODR2707063176y,C885565L,P556422,1,2021-12-14,182700,1,182700.0,0.0,182700.0,True,True,True,Nuraiwomen_MD-817 -12(L),153468,Women Fashion,cod
ODR7258845551m,C759123L,P610802,1,2022-07-03,26042,7,182294.0,0.0,182294.0,True,True,True,emart_White-&-Blue-Insect-Killer,18444,Home & Living,cod
ODR9986003432z,C885565L,P626363,4,2021-11-28,181192,1,181192.0,0.0,181192.0,True,False,False,"Loreal_Revitalift Laser X3 Integeral Care Day, Anti Wrinkle & An",110490,Beauty & Grooming,Payaxis
ODR1537811556n,C310022L,P630072,1,2022-08-03,90480,2,180960.0,0.0,180960.0,True,True,False,sst_preservatif-Regular fit-Large,70528,Men Fashion,cod
ODR9186589402h,C193600L,P431941,2,2022-04-08,180264,1,180264.0,0.0,180264.0,True,False,False,sehgalmotors_5192,154976,Superstore,jazzvoucher
ODR5812964416h,C967906L,P806951,1,2022-06-28,179974,1,179974.0,0.0,179974.0,True,True,True,Tiraaz_Tm-02-016-M,140360,Men Fashion,cod
ODR2703834263t,C137975L,P297170,1,2021-12-17,179800,1,179800.0,0.0,179800.0,True,True,False,Relaxer_HND 01-Yellow,149234,Home & Living,cod
ODR7078873147h,C418081L,P199375,4,2022-06-26,89900,2,179800.0,0.0,179800.0,True,False,False,lala_USS17-SLC-001B-1000188799871,59334,Women Fashion,Payaxis
ODR9735625486f,C370700L,P829067,4,2022-08-13,89842,2,179684.0,0.0,179684.0,True,True,True,PNG_Pampers_10004047-Hazir,83752,Superstore,Payaxis
ODR7672016661y,C995819L,P115324,7,2022-11-08,89204,2,178408.0,0.0,178408.0,True,False,False,cr_PISTA PLAIN-500 GM,59682,Soghaat,Easypay
ODR2238486863f,C730690L,P621889,1,2021-10-27,177364,1,177364.0,0.0,177364.0,True,True,False,lamart_LMZ019,127658,Home & Living,cod
ODR2825081741u,C513828L,P872873,1,2021-09-24,176900,1,176900.0,0.0,176900.0,True,False,False,rute2_2821,152134,Health & Sports,cod
ODR4976326379u,C529841L,P476267,1,2022-04-06,88450,2,176900.0,0.0,176900.0,True,True,False,PlanetX_PX-9103,75168,Kids & Baby,cod
ODR8030659201g,C737717L,P247963,13,2022-03-26,176900,1,176900.0,0.0,176900.0,True,False,False,Victorinox_  HUNSTMAN RED,114956,Men Fashion,Easypay_MA
ODR4751659131l,C954904L,P880632,1,2022-08-07,176610,1,176610.0,0.0,176610.0,True,True,False,interwood_HA-AN813020-S-23559,105966,Home & Living,cod
ODR2768683837i,C150653L,P756519,1,2022-06-16,176436,1,176436.0,0.0,176436.0,True,True,True,Paramount_9781107636828,115130,School & Education,cod
ODR6195885039h,C773013L,P204422,5,2022-07-08,87406,2,174812.0,0.0,174812.0,True,False,False,uni_FoodPanda,58522,Superstore,jazzwallet
ODR5401649205m,C319070L,P534877,1,2022-03-02,58058,3,174174.0,0.0,174174.0,True,True,True,RB_HouseholdBundle,43500,Superstore,cod
ODR5275665660r,C981219L,P651613,8,2021-07-14,174000,1,174000.0,0.0,174000.0,True,False,False,HOS_DVFCWW100,109620,Beauty & Grooming,ublcreditcard
ODR5556165841v,C563349L,P469590,1,2021-09-28,174000,1,174000.0,0.0,174000.0,True,True,True,Zia_QT17,133980,Books,cod
ODR8315342594m,C760531L,P469590,12,2021-12-08,174000,1,174000.0,0.0,174000.0,True,True,True,Zia_QT17,133980,Books,internetbanking
ODR5567243145f,C343220L,P408955,1,2022-01-25,174000,1,174000.0,0.0,174000.0,True,True,True,Audionic Max-550,121800,Entertainment,cod
ODR2509651867u,C814366L,P408955,1,2022-02-26,174000,1,174000.0,0.0,174000.0,True,True,False,Audionic Max-550,121800,Entertainment,cod
ODR3793267822w,C696835L,P578132,1,2021-01-09,174000,1,174000.0,0.0,174000.0,True,True,True,vitamin_Ultra Slim  Plus Economy,97846,Health & Sports,cod
ODR4981807619y,C160191L,P343074,1,2021-04-10,174000,1,174000.0,0.0,174000.0,True,True,True,nutrifactor_NF0025,128760,Health & Sports,cod
ODR2560749181p,C173821L,P549805,1,2021-07-14,87000,2,174000.0,0.0,174000.0,True,True,False,greenroot_Weight plus,54810,Health & Sports,cod
ODR1980477221h,C159964L,P343074,1,2021-08-13,174000,1,174000.0,0.0,174000.0,True,True,True,nutrifactor_NF0025,128760,Health & Sports,cod
ODR7166517066i,C732052L,P343074,1,2021-08-21,174000,1,174000.0,0.0,174000.0,True,True,True,nutrifactor_NF0025,128760,Health & Sports,cod
ODR3281185164s,C734482L,P343074,1,2021-08-23,174000,1,174000.0,0.0,174000.0,True,True,True,nutrifactor_NF0025,128760,Health & Sports,cod
ODR2347493834r,C120887L,P343074,1,2021-09-12,174000,1,174000.0,0.0,174000.0,True,True,True,nutrifactor_NF0025,128760,Health & Sports,cod
ODR5584870152u,C550636L,P578132,1,2021-09-16,174000,1,174000.0,0.0,174000.0,True,True,True,vitamin_Ultra Slim  Plus Economy,97846,Health & Sports,cod
ODR8885424588e,C550002L,P479241,1,2021-09-19,58000,3,174000.0,0.0,174000.0,True,True,True,vitamin_Super Ginseng 800,37700,Health & Sports,cod
ODR7678275180e,C977542L,P871784,1,2021-10-09,174000,1,174000.0,0.0,174000.0,True,True,True,greenroot_Diabetic Cure,113100,Health & Sports,cod
ODR9271181476u,C527232L,P343074,1,2022-01-22,174000,1,174000.0,0.0,174000.0,True,True,True,nutrifactor_NF0025,128760,Health & Sports,cod
ODR4179208285z,C527463L,P766364,7,2022-03-22,87000,2,174000.0,0.0,174000.0,True,False,False,vitamin_Ultra Muscle,61248,Health & Sports,Easypay
ODR8134212125z,C430651L,P578132,1,2022-06-08,174000,1,174000.0,0.0,174000.0,True,True,True,vitamin_Ultra Slim  Plus Economy,97846,Health & Sports,cod
ODR8572785553z,C438910L,P578132,1,2022-08-07,174000,1,174000.0,0.0,174000.0,True,True,True,vitamin_Ultra Slim  Plus Economy,97846,Health & Sports,cod
ODR7642555613w,C598964L,P578132,1,2022-09-06,174000,1,174000.0,0.0,174000.0,True,False,False,vitamin_Ultra Slim  Plus Economy,97846,Health & Sports,cod
ODR6051012163c,C514321L,P354362,1,2022-10-04,87000,2,174000.0,0.0,174000.0,True,True,True,Herbo Natural_1,52200,Health & Sports,cod
ODR3795836061q,C972075L,P858902,1,2021-12-16,87000,2,174000.0,0.0,174000.0,True,True,False,IKEA_70098989,74820,Home & Living,cod
ODR9798296157u,C309123L,P742529,1,2022-04-22,174000,1,174000.0,0.0,174000.0,True,True,False,GA_ELAN T-300 - 114737,133980,Home & Living,cod
ODR2807173290a,C741725L,P984617,4,2022-06-08,174000,1,174000.0,0.0,174000.0,True,False,False,RBT_RB-006,154860,Home & Living,Payaxis
ODR7481879718q,C902927L,P983901,1,2022-06-17,87000,2,174000.0,0.0,174000.0,True,True,True,BB_Poly Beans For Beanbag Refill - 3 Kg,60900,Home & Living,cod
ODR4146488162v,C618250L,P284073,1,2022-06-23,87000,2,174000.0,0.0,174000.0,True,True,False,Trendz-TR-0385,56550,Kids & Baby,cod
ODR2221653324p,C819478L,P869468,1,2021-07-17,87000,2,174000.0,0.0,174000.0,True,False,False,PucaM_SS-25-BLACK-43,74820,Men Fashion,cod
ODR5005556346q,C323746L,P895362,1,2021-07-19,87000,2,174000.0,0.0,174000.0,True,False,False,sputnik_701/D14-9,59160,Men Fashion,cod
ODR1391808187s,C404192L,P235473,3,2022-02-06,58000,3,174000.0,0.0,174000.0,True,True,True,mdeal_DMC-265-11,34800,Men Fashion,customercredit
ODR2980485662e,C788999L,P595078,1,2022-03-19,174000,1,174000.0,0.0,174000.0,True,True,True,TCB_Supreme GD 005-M,127020,Men Fashion,cod
ODR4333118870t,C676102L,P373632,3,2022-04-13,174000,1,174000.0,0.0,174000.0,True,True,False,TCB_Supreme BD 0016-L,147900,Men Fashion,customercredit
ODR9155874119j,C159556L,P254865,1,2022-06-30,174000,1,174000.0,0.0,174000.0,True,True,False,Q&Q_Q602J402Y,104400,Men Fashion,cod
ODR6109035950g,C170700L,P771502,7,2022-12-07,174000,1,174000.0,0.0,174000.0,True,True,True,GBHII_GS545-Black-8,151380,Men Fashion,Easypay
ODR7145733321w,C310729L,P707930,3,2021-12-30,87000,2,174000.0,0.0,174000.0,True,True,True,Entertainer Asia_Vouch 365-2017 Mobile App Lahore,73080,Others,customercredit
ODR3567841772x,C374672L,P982769,1,2022-07-04,17400,10,174000.0,0.0,174000.0,True,True,True,RS_Soan Papri-500gm,14790,Soghaat,cod
